,qid,gender,party,congress,numQuotes
16746,Q28537390,[1],[0],[0],8
16747,Q18358429,[0],[1],[0],8
16748,Q18205469,[1],[1],[0],8
16749,Q6795974,[1],[1],[0],8
16750,Q19946168,[0],[0],[0],8
16751,Q7794770,[0],[1],[0],8
16752,Q6230670,[0],[0],[0],8
16753,Q16216710,[0],[1],[0],8
16754,Q17180836,[1],[1],[0],8
16755,Q20640900,[1],[0],[0],8
16756,Q17037375,[0],[1],[0],8
16757,Q58333698,[0],[1],[0],8
16758,Q6687462,[0],[1],[0],8
16759,Q377762,[0],[0],[1],8
16760,Q28853763,[0],[0],[0],8
16761,Q17385823,[0],[0],[0],8
16762,Q6069246,[1],[1],[0],8
16763,Q16216571,[0],[1],[0],8
16764,Q8020352,[0],[1],[0],8
16765,Q6387923,[0],[0],[0],8
16766,Q27058228,[1],[0],[0],8
16767,Q6130514,[0],[0],[0],8
16768,Q13562363,[1],[0],[0],8
16769,Q5541451,[0],[1],[0],8
16770,Q16732554,[0],[0],[0],8
16771,Q16106015,[0],[1],[0],8
16772,Q7357879,[0],[1],[0],8
16773,Q7325063,[0],[1],[0],8
16774,Q5041232,[0],[1],[0],8
16775,Q5228040,[1],[1],[0],8
16776,Q23771551,[1],[0],[0],8
16777,Q5258818,[0],[1],[0],8
16778,Q7831696,[1],[1],[0],8
16779,Q6830464,[0],[1],[0],8
16780,Q7791016,[0],[0],[0],8
16781,Q16215176,[0],[1],[0],8
16782,Q15615850,[0],[0],[0],8
16783,Q7327145,[0],[0],[0],8
16784,Q56289686,[0],[1],[0],8
16785,Q6153369,[1],[1],[0],8
16786,Q6111055,[0],[1],[0],8
16787,Q21932231,[1],[0],[0],8
16788,Q28963010,[0],[1],[0],8
16789,Q6780159,[1],[1],[0],8
16790,Q20641995,[0],[1],[0],8
16791,Q6232227,[0],[1],[0],8
16792,Q29913383,[0],[1],[0],8
16793,Q18379154,[0],[1],[0],8
16794,Q7437345,[0],[0],[0],8
16795,Q16107472,[0],[0],[0],8
16796,Q26251165,[1],[1],[0],8
16797,Q6208278,[0],[0],[0],8
16798,Q6142966,[0],[1],[0],8
16799,Q4722186,[0],[1],[0],8
16800,Q5549353,[0],[0],[0],8
16801,Q16019823,[0],[1],[0],8
16802,Q16199546,[0],[0],[0],8
16803,Q5132871,[0],[0],[0],8
16804,Q5258827,[0],[0],[0],8
16805,Q6141571,[0],[0],[0],8
16806,Q7365390,[0],[0],[0],8
16807,Q6525768,[0],[1],[0],8
16808,Q1314285,[0],[0],[1],8
16809,Q178632,[0],[1],[1],8
16810,Q16214259,[0],[1],[0],8
16811,Q16019367,[0],[1],[0],8
16812,Q6283284,[0],[1],[0],8
16813,Q7914676,[1],[1],[0],8
16814,Q15616057,[0],[0],[0],8
16815,Q27063670,[0],[0],[0],8
16816,Q5338919,[0],[0],[0],8
16817,Q16886329,[0],[1],[0],8
16818,Q16241008,[0],[0],[0],8
16819,Q13562364,[1],[1],[0],8
16820,Q58836748,[1],[1],[0],8
16821,Q6377151,[1],[0],[0],8
16822,Q7367843,[1],[0],[0],8
16823,Q6767563,[0],[1],[0],8
16824,Q16106298,[0],[0],[0],8
16825,Q5232386,[0],[1],[0],8
16826,Q461717,[1],[1],[1],8
16827,Q7436596,[0],[0],[0],8
16828,Q16105644,[0],[1],[0],8
16829,Q27986759,[0],[1],[0],8
16830,Q6212557,[0],[1],[0],8
16831,Q6688280,[0],[0],[0],8
16832,Q1903065,[1],[1],[1],8
16833,Q6153378,[1],[0],[0],8
16834,Q7970222,[0],[0],[0],8
16835,Q55183409,[0],[0],[0],8
16836,Q16135536,[0],[0],[0],8
16837,Q7352861,[1],[1],[0],8
16838,Q5536007,[0],[1],[0],8
16839,Q28037408,[0],[1],[0],8
16840,Q28800505,[1],[0],[0],8
16841,Q15992863,[1],[1],[0],8
16842,Q6197673,[0],[0],[0],8
16843,Q6105366,[0],[1],[0],8
16844,Q6177861,[1],[0],[0],7
16845,Q5248285,[1],[1],[1],7
16846,Q7648093,[1],[0],[0],7
16847,Q5173654,[0],[1],[0],7
16848,Q4964398,[0],[0],[0],7
16849,Q27881262,[1],[0],[0],7
16850,Q47359662,[0],[0],[0],7
16851,Q18719277,[0],[1],[0],7
16852,Q42296962,[0],[0],[0],7
16853,Q5539111,[0],[1],[0],7
16854,Q5163568,[1],[1],[0],7
16855,Q5195813,[0],[0],[0],7
16856,Q28051481,[1],[1],[0],7
16857,Q5296400,[1],[1],[0],7
16858,Q5142671,[0],[0],[0],7
16859,Q16200982,[0],[1],[0],7
16860,Q6283684,[0],[1],[0],7
16861,Q16218923,[0],[0],[0],7
16862,Q6490080,[0],[0],[0],7
16863,Q3828492,[0],[1],[0],7
16864,Q7051641,[1],[1],[0],7
16865,Q4772003,[0],[1],[0],7
16866,Q27919904,[0],[0],[0],7
16867,Q19868202,[0],[0],[0],7
16868,Q5217889,[0],[0],[0],7
16869,Q7327987,[0],[1],[0],7
16870,Q7346662,[0],[1],[0],7
16871,Q21598019,[0],[1],[0],7
16872,Q59327703,[0],[1],[0],7
16873,Q1086852,[0],[0],[0],7
16874,Q7819897,[0],[0],[0],7
16875,Q1387561,[0],[0],[1],7
16876,Q5549318,[0],[1],[0],7
16877,Q4761348,[0],[1],[0],7
16878,Q58333654,[0],[1],[0],7
16879,Q29614899,[0],[0],[0],7
16880,Q18536852,[0],[1],[0],7
16881,Q27063427,[0],[0],[0],7
16882,Q8013227,[0],[1],[1],7
16883,Q20985797,[1],[0],[0],7
16884,Q1108033,[1],[1],[0],7
16885,Q18392780,[0],[1],[0],7
16886,Q1307742,[0],[0],[1],7
16887,Q16875138,[0],[0],[0],7
16888,Q7786999,[0],[0],[0],7
16889,Q5293583,[0],[1],[0],7
16890,Q5180000,[0],[0],[0],7
16891,Q5605309,[0],[1],[0],7
16892,Q5398886,[1],[0],[0],7
16893,Q1534990,[0],[0],[1],7
16894,Q7816184,[0],[1],[0],7
16895,Q51883961,[0],[1],[0],7
16896,Q56281570,[0],[0],[0],7
16897,Q6198666,[0],[0],[0],7
16898,Q16105960,[0],[0],[0],7
16899,Q27063616,[0],[0],[0],7
16900,Q16106600,[0],[0],[0],7
16901,Q19879588,[0],[0],[0],7
16902,Q56685705,[1],[0],[0],7
16903,Q5216425,[0],[0],[0],7
16904,Q6550121,[0],[1],[0],7
16905,Q6775771,[0],[1],[0],7
16906,Q13562321,[1],[1],[0],7
16907,Q29345947,[1],[0],[0],7
16908,Q4911450,[0],[1],[0],7
16909,Q6230758,[0],[0],[0],7
16910,Q15993550,[0],[1],[0],7
16911,Q7145432,[1],[1],[0],7
16912,Q7405110,[1],[0],[0],7
16913,Q7410835,[0],[1],[0],7
16914,Q6766624,[0],[1],[0],7
16915,Q5346764,[0],[1],[0],7
16916,Q20706817,[0],[1],[0],7
16917,Q58494660,[0],[1],[0],7
16918,Q16104429,[1],[1],[0],7
16919,Q4681956,[1],[0],[0],7
16920,Q18001442,[1],[1],[0],7
16921,Q8001621,[0],[0],[0],7
16922,Q6522104,[1],[1],[0],7
16923,Q7287135,[0],[0],[0],7
16924,Q8016030,[0],[0],[0],7
16925,Q7367245,[1],[1],[0],7
16926,Q7350573,[0],[1],[0],7
16927,Q18685444,[0],[0],[0],7
16928,Q16875256,[0],[1],[0],7
16929,Q7176644,[0],[1],[0],7
16930,Q7129253,[1],[1],[0],7
16931,Q925743,[0],[1],[1],7
16932,Q1699877,[0],[0],[1],7
16933,Q6263953,[0],[0],[0],7
16934,Q880678,[0],[1],[0],7
16935,Q6535630,[0],[0],[0],7
16936,Q8013848,[0],[1],[0],7
16937,Q16729282,[0],[0],[0],7
16938,Q6760922,[1],[0],[0],7
16939,Q4980323,[0],[0],[0],7
16940,Q6253826,[0],[0],[0],7
16941,Q8014205,[0],[0],[0],7
16942,Q4683277,[1],[1],[0],7
16943,Q7149221,[0],[1],[0],7
16944,Q16192981,[0],[1],[0],7
16945,Q27063281,[0],[0],[0],7
16946,Q7609642,[0],[1],[0],7
16947,Q2947377,[0],[0],[0],7
16948,Q6775488,[0],[0],[0],7
16949,Q19865415,[1],[0],[0],7
16950,Q56087032,[0],[1],[0],7
16951,Q6214421,[1],[1],[0],7
16952,Q7351861,[0],[1],[0],7
16953,Q6833326,[0],[1],[0],7
16954,Q18631501,[0],[1],[0],7
16955,Q4762665,[1],[1],[0],7
16956,Q16018991,[0],[0],[0],7
16957,Q7387836,[0],[0],[0],7
16958,Q6389985,[0],[1],[0],7
16959,Q16197846,[0],[0],[0],7
16960,Q29913651,[0],[0],[0],7
16961,Q24852171,[0],[0],[0],7
16962,Q56486451,[0],[0],[0],7
16963,Q16213936,[0],[1],[0],7
16964,Q46597978,[0],[1],[0],7
16965,Q8008294,[0],[0],[0],7
16966,Q18394236,[0],[1],[0],7
16967,Q6827134,[1],[1],[0],7
16968,Q6846229,[0],[1],[0],7
16969,Q57642126,[0],[1],[0],7
16970,Q7373096,[0],[0],[0],7
16971,Q7436947,[0],[0],[0],7
16972,Q16225111,[0],[0],[0],7
16973,Q6301131,[0],[1],[0],7
16974,Q27581846,[1],[0],[0],7
16975,Q6138434,[0],[0],[0],7
16976,Q6133200,[0],[0],[0],7
16977,Q21597894,[0],[0],[0],7
16978,Q6232153,[0],[0],[0],7
16979,Q34911531,[1],[0],[0],7
16980,Q5026228,[0],[0],[0],7
16981,Q5349366,[1],[1],[0],7
16982,Q1696551,[0],[1],[1],7
16983,Q5258622,[0],[0],[0],7
16984,Q6847986,[0],[0],[0],7
16985,Q7146979,[0],[1],[0],7
16986,Q888248,[0],[1],[1],7
16987,Q6170862,[1],[0],[0],7
16988,Q4684211,[0],[1],[0],7
16989,Q746219,[0],[1],[0],7
16990,Q7299017,[0],[0],[0],7
16991,Q16090840,[0],[0],[0],7
16992,Q6390617,[0],[1],[0],7
16993,Q26997610,[0],[1],[0],7
16994,Q20707020,[0],[1],[0],7
16995,Q6491311,[0],[1],[0],7
16996,Q5552967,[0],[0],[0],7
16997,Q16019803,[1],[0],[0],7
16998,Q30166065,[0],[1],[0],7
16999,Q5258371,[0],[0],[0],7
17000,Q7369199,[0],[1],[0],7
17001,Q58755121,[0],[1],[0],7
17002,Q55739776,[0],[1],[0],7
17003,Q40933716,[0],[1],[0],7
17004,Q4792438,[0],[0],[0],7
17005,Q2967584,[0],[0],[0],7
17006,Q16186931,[0],[0],[0],7
17007,Q18749172,[0],[1],[0],7
17008,Q1687846,[0],[1],[1],6
17009,Q58490953,[1],[1],[0],6
17010,Q29642199,[1],[1],[0],6
17011,Q129399,[0],[0],[1],6
17012,Q7349743,[0],[1],[0],6
17013,Q5364745,[1],[0],[0],6
17014,Q16732261,[0],[1],[0],6
17015,Q6262956,[0],[1],[0],6
17016,Q6280833,[0],[1],[0],6
17017,Q23542651,[0],[1],[0],6
17018,Q16733887,[0],[1],[0],6
17019,Q18686621,[0],[1],[0],6
17020,Q7225797,[1],[0],[0],6
17021,Q6831774,[0],[0],[0],6
17022,Q5318125,[0],[1],[0],6
17023,Q18719405,[0],[0],[0],6
17024,Q30111652,[1],[0],[0],6
17025,Q20738196,[0],[1],[0],6
17026,Q19818533,[0],[0],[0],6
17027,Q5302065,[0],[1],[0],6
17028,Q7292063,[0],[0],[0],6
17029,Q16019673,[0],[1],[0],6
17030,Q19946035,[0],[1],[0],6
17031,Q7383541,[0],[1],[0],6
17032,Q4516548,[0],[0],[1],6
17033,Q5075730,[0],[0],[0],6
17034,Q7169911,[0],[1],[0],6
17035,Q6780324,[1],[1],[0],6
17036,Q6660041,[1],[0],[0],6
17037,Q1282337,[0],[1],[1],6
17038,Q5294027,[0],[0],[0],6
17039,Q7403307,[0],[0],[0],6
17040,Q6033294,[1],[0],[0],6
17041,Q6490236,[0],[0],[0],6
17042,Q5234536,[0],[0],[0],6
17043,Q19976086,[1],[0],[0],6
17044,Q5726214,[0],[1],[0],6
17045,Q6176349,[0],[0],[0],6
17046,Q6104574,[0],[0],[0],6
17047,Q7848553,[0],[0],[0],6
17048,Q7350576,[0],[0],[0],6
17049,Q7343882,[0],[1],[0],6
17050,Q21062876,[0],[0],[0],6
17051,Q56877086,[0],[1],[0],6
17052,Q29167020,[0],[0],[0],6
17053,Q5115364,[0],[0],[0],6
17054,Q6376891,[1],[1],[0],6
17055,Q6112447,[0],[0],[0],6
17056,Q7292250,[0],[0],[0],6
17057,Q30111650,[1],[0],[0],6
17058,Q16152033,[0],[1],[0],6
17059,Q7344222,[0],[1],[0],6
17060,Q16194356,[0],[1],[0],6
17061,Q7154643,[1],[0],[0],6
17062,Q4717771,[0],[1],[0],6
17063,Q5046556,[0],[1],[0],6
17064,Q7614451,[0],[1],[0],6
17065,Q15992925,[0],[1],[0],6
17066,Q5107944,[0],[1],[0],6
17067,Q5349396,[1],[1],[0],6
17068,Q8016892,[0],[0],[0],6
17069,Q16186691,[0],[1],[0],6
17070,Q5487419,[0],[1],[0],6
17071,Q19281732,[0],[0],[0],6
17072,Q5540236,[0],[0],[0],6
17073,Q7342616,[0],[1],[0],6
17074,Q7328640,[0],[0],[0],6
17075,Q18808295,[0],[0],[0],6
17076,Q5478730,[1],[1],[0],6
17077,Q6465714,[0],[0],[0],6
17078,Q28059267,[0],[0],[0],6
17079,Q18352713,[0],[0],[0],6
17080,Q5043511,[1],[0],[0],6
17081,Q50540934,[0],[0],[0],6
17082,Q7365330,[0],[1],[0],6
17083,Q18348590,[0],[1],[0],6
17084,Q5495102,[0],[0],[0],6
17085,Q5145494,[0],[0],[0],6
17086,Q27063566,[1],[0],[0],6
17087,Q6391643,[0],[1],[0],6
17088,Q6780456,[1],[1],[0],6
17089,Q2150030,[0],[0],[0],6
17090,Q16084356,[0],[1],[0],6
17091,Q7788113,[0],[0],[0],6
17092,Q58836619,[0],[1],[0],6
17093,Q6681046,[1],[1],[0],6
17094,Q16886366,[0],[0],[0],6
17095,Q6962925,[1],[0],[0],6
17096,Q727598,[1],[1],[1],6
17097,Q6499087,[1],[0],[0],6
17098,Q6829754,[0],[1],[0],6
17099,Q17388481,[0],[0],[0],6
17100,Q26436290,[0],[1],[0],6
17101,Q674930,[0],[0],[1],6
17102,Q7436650,[0],[0],[1],6
17103,Q5597714,[0],[1],[0],6
17104,Q26704642,[0],[0],[0],6
17105,Q7143586,[1],[0],[0],6
17106,Q5041104,[1],[1],[0],6
17107,Q16185415,[0],[1],[0],6
17108,Q5338527,[1],[1],[0],6
17109,Q22957870,[1],[1],[0],6
17110,Q19867148,[0],[0],[0],6
17111,Q6831365,[0],[1],[0],6
17112,Q528359,[0],[1],[1],6
17113,Q7342600,[0],[1],[0],6
17114,Q5133940,[0],[0],[0],6
17115,Q7346557,[0],[0],[0],6
17116,Q58494628,[0],[1],[0],6
17117,Q264297,[1],[0],[0],6
17118,Q7608621,[0],[1],[0],6
17119,Q56224011,[1],[0],[0],6
17120,Q6811318,[1],[1],[0],6
17121,Q5076609,[0],[0],[0],6
17122,Q6115174,[0],[0],[0],6
17123,Q456483,[0],[0],[0],6
17124,Q13562533,[1],[0],[0],6
17125,Q7609391,[0],[0],[0],6
17126,Q18206293,[0],[1],[0],6
17127,Q16973412,[0],[0],[0],6
17128,Q5041285,[1],[1],[0],6
17129,Q7364585,[1],[1],[0],6
17130,Q20630875,[0],[1],[0],6
17131,Q12071916,[0],[0],[0],6
17132,Q8017583,[0],[1],[0],6
17133,Q5296331,[1],[0],[0],6
17134,Q19560175,[1],[1],[0],6
17135,Q6253079,[0],[1],[0],6
17136,Q816481,[0],[1],[1],6
17137,Q6140768,[0],[1],[0],6
17138,Q56810136,[0],[0],[0],6
17139,Q7352602,[0],[0],[0],6
17140,Q6217685,[0],[0],[0],6
17141,Q16333837,[0],[0],[0],6
17142,Q18379540,[0],[0],[0],6
17143,Q8008171,[0],[0],[0],6
17144,Q7147425,[0],[1],[0],6
17145,Q16728250,[0],[0],[0],6
17146,Q6832699,[0],[1],[0],6
17147,Q18612407,[0],[0],[0],6
17148,Q5246578,[0],[1],[0],6
17149,Q5528808,[0],[0],[0],6
17150,Q1424544,[0],[1],[0],6
17151,Q6376649,[1],[1],[0],6
17152,Q16091887,[0],[1],[0],6
17153,Q5213368,[0],[0],[0],6
17154,Q5346034,[0],[1],[0],6
17155,Q15992887,[0],[1],[0],6
17156,Q6962204,[1],[1],[0],6
17157,Q47488449,[0],[0],[0],6
17158,Q6180582,[0],[0],[0],6
17159,Q7791624,[0],[1],[0],6
17160,Q18205473,[0],[1],[0],6
17161,Q967900,[0],[1],[1],6
17162,Q4960553,[0],[1],[0],6
17163,Q16193160,[0],[0],[0],6
17164,Q24050430,[0],[0],[0],6
17165,Q6107007,[0],[0],[0],6
17166,Q1065970,[0],[0],[1],6
17167,Q2817336,[0],[1],[0],6
17168,Q18249409,[0],[1],[0],6
17169,Q6283012,[0],[1],[0],6
17170,Q4957124,[0],[1],[0],6
17171,Q7182271,[0],[1],[0],6
17172,Q16732037,[0],[1],[0],6
17173,Q20709667,[0],[0],[0],6
17174,Q16019142,[0],[1],[0],6
17175,Q15993083,[0],[1],[0],6
17176,Q18684103,[0],[1],[0],6
17177,Q6132539,[0],[1],[0],6
17178,Q7340990,[0],[0],[0],6
17179,Q16732664,[0],[0],[0],6
17180,Q59209541,[0],[1],[0],6
17181,Q2819582,[0],[1],[1],6
17182,Q7183483,[0],[0],[0],6
17183,Q16121515,[0],[0],[0],6
17184,Q18685904,[1],[1],[0],6
17185,Q15993587,[0],[0],[0],6
17186,Q16144704,[0],[0],[0],6
17187,Q5393783,[0],[0],[0],6
17188,Q19879766,[0],[0],[0],6
17189,Q1699397,[0],[1],[0],6
17190,Q5258400,[0],[1],[0],6
17191,Q30323332,[1],[1],[0],5
17192,Q6220076,[0],[1],[0],5
17193,Q21062781,[1],[1],[0],5
17194,Q16151866,[0],[1],[0],5
17195,Q18631716,[1],[1],[0],5
17196,Q5248278,[1],[1],[0],5
17197,Q6131596,[0],[0],[0],5
17198,Q16195313,[0],[0],[0],5
17199,Q55819387,[0],[1],[0],5
17200,Q5337162,[0],[0],[0],5
17201,Q7817695,[0],[1],[0],5
17202,Q6140774,[0],[0],[0],5
17203,Q18358768,[0],[0],[0],5
17204,Q4648398,[0],[0],[0],5
17205,Q18685839,[0],[0],[0],5
17206,Q1680479,[0],[0],[0],5
17207,Q6287532,[0],[0],[0],5
17208,Q371675,[0],[0],[1],5
17209,Q813329,[0],[0],[1],5
17210,Q16105481,[0],[1],[0],5
17211,Q6282729,[0],[1],[0],5
17212,Q5322010,[0],[1],[0],5
17213,Q8018283,[0],[1],[0],5
17214,Q17285399,[0],[0],[0],5
17215,Q37696182,[0],[1],[0],5
17216,Q17517124,[1],[0],[0],5
17217,Q27058360,[0],[0],[0],5
17218,Q471222,[0],[1],[1],5
17219,Q16019780,[0],[1],[0],5
17220,Q5268192,[0],[1],[0],5
17221,Q5524999,[0],[0],[0],5
17222,Q7945605,[0],[0],[0],5
17223,Q30166225,[0],[0],[0],5
17224,Q5605266,[0],[1],[0],5
17225,Q28474078,[1],[1],[0],5
17226,Q16887119,[0],[0],[0],5
17227,Q888929,[0],[0],[0],5
17228,Q7288180,[0],[1],[0],5
17229,Q5234563,[0],[0],[0],5
17230,Q17325932,[0],[1],[0],5
17231,Q16939462,[1],[1],[0],5
17232,Q27975425,[0],[0],[0],5
17233,Q6409988,[1],[1],[0],5
17234,Q6390241,[0],[1],[1],5
17235,Q27087840,[0],[1],[0],5
17236,Q7704990,[0],[0],[0],5
17237,Q16096908,[0],[0],[0],5
17238,Q6144063,[0],[1],[0],5
17239,Q6773369,[1],[1],[0],5
17240,Q5247880,[1],[0],[0],5
17241,Q6286407,[0],[1],[0],5
17242,Q18581262,[0],[1],[0],5
17243,Q5539660,[0],[0],[0],5
17244,Q5544169,[0],[1],[0],5
17245,Q42302127,[0],[0],[0],5
17246,Q21063134,[0],[0],[0],5
17247,Q7794645,[0],[1],[0],5
17248,Q13562280,[1],[1],[0],5
17249,Q28151630,[0],[1],[0],5
17250,Q17402735,[0],[1],[0],5
17251,Q8017864,[0],[1],[0],5
17252,Q5344011,[0],[0],[0],5
17253,Q57586349,[0],[1],[0],5
17254,Q4977915,[0],[1],[0],5
17255,Q5101555,[0],[1],[0],5
17256,Q7173910,[0],[1],[0],5
17257,Q19946024,[0],[1],[0],5
17258,Q6551401,[1],[1],[0],5
17259,Q59327676,[0],[0],[0],5
17260,Q58976033,[0],[1],[0],5
17261,Q4912794,[0],[1],[0],5
17262,Q5115616,[0],[0],[0],5
17263,Q18158851,[1],[1],[0],5
17264,Q6384299,[0],[1],[0],5
17265,Q5486388,[0],[0],[0],5
17266,Q5273115,[0],[0],[0],5
17267,Q2819706,[0],[0],[1],5
17268,Q6707967,[0],[0],[0],5
17269,Q6172213,[1],[1],[0],5
17270,Q6551668,[1],[1],[0],5
17271,Q7965218,[0],[1],[0],5
17272,Q5240247,[0],[1],[0],5
17273,Q5301675,[0],[0],[0],5
17274,Q21258857,[0],[0],[0],5
17275,Q7341267,[0],[0],[0],5
17276,Q19913120,[0],[0],[0],5
17277,Q7790310,[0],[1],[0],5
17278,Q28454842,[0],[0],[0],5
17279,Q16192657,[0],[1],[0],5
17280,Q4773170,[0],[1],[0],5
17281,Q5113474,[0],[1],[0],5
17282,Q6077879,[1],[0],[0],5
17283,Q461604,[1],[1],[1],5
17284,Q19518204,[0],[0],[0],5
17285,Q16095729,[0],[1],[0],5
17286,Q23772383,[1],[1],[0],5
17287,Q56046980,[0],[0],[0],5
17288,Q18389257,[0],[0],[0],5
17289,Q5112857,[0],[0],[0],5
17290,Q6273871,[0],[0],[0],5
17291,Q1684374,[0],[1],[1],5
17292,Q28222824,[1],[1],[0],5
17293,Q5126650,[0],[1],[0],5
17294,Q5543065,[0],[1],[0],5
17295,Q1665725,[0],[0],[1],5
17296,Q6280840,[0],[0],[0],5
17297,Q22277134,[0],[0],[0],5
17298,Q7781845,[0],[0],[0],5
17299,Q7964735,[0],[0],[0],5
17300,Q563149,[0],[1],[1],5
17301,Q1811690,[0],[0],[1],5
17302,Q22003831,[1],[0],[0],5
17303,Q19518280,[0],[0],[0],5
17304,Q476553,[0],[1],[1],5
17305,Q7364626,[0],[0],[0],5
17306,Q6778810,[1],[0],[0],5
17307,Q6768307,[0],[0],[0],5
17308,Q18739965,[0],[1],[0],5
17309,Q723209,[0],[0],[1],5
17310,Q3968105,[0],[0],[0],5
17311,Q15993443,[1],[0],[0],5
17312,Q7970074,[0],[1],[0],5
17313,Q249361,[0],[0],[1],5
17314,Q16106244,[0],[0],[0],5
17315,Q13562448,[1],[1],[0],5
17316,Q7358132,[0],[0],[0],5
17317,Q6830887,[0],[1],[0],5
17318,Q6236812,[0],[0],[0],5
17319,Q16231633,[0],[0],[0],5
17320,Q56877139,[1],[1],[0],5
17321,Q5342320,[0],[0],[0],5
17322,Q5531511,[0],[1],[0],5
17323,Q6182600,[0],[0],[0],5
17324,Q16193808,[0],[1],[0],5
17325,Q7357820,[0],[0],[0],5
17326,Q56523001,[0],[1],[0],5
17327,Q446709,[0],[0],[1],5
17328,Q5132498,[0],[0],[0],5
17329,Q19282308,[0],[0],[0],5
17330,Q6287551,[0],[1],[0],5
17331,Q5318208,[0],[1],[0],5
17332,Q7931822,[0],[1],[0],5
17333,Q275237,[1],[0],[1],5
17334,Q21030584,[0],[0],[0],5
17335,Q22006711,[1],[1],[0],5
17336,Q16588762,[1],[0],[0],5
17337,Q28562337,[0],[0],[0],5
17338,Q24852035,[1],[1],[0],5
17339,Q16065953,[0],[0],[0],5
17340,Q7614613,[0],[1],[0],5
17341,Q7831695,[0],[1],[0],5
17342,Q7144930,[1],[0],[0],5
17343,Q6531822,[0],[0],[0],5
17344,Q19865688,[1],[1],[0],5
17345,Q7345922,[0],[0],[0],5
17346,Q16730909,[0],[1],[0],5
17347,Q18684785,[0],[0],[0],5
17348,Q16091308,[0],[1],[0],5
17349,Q5235244,[0],[0],[0],5
17350,Q1585446,[0],[1],[1],5
17351,Q7359092,[0],[0],[0],5
17352,Q8985526,[1],[1],[0],5
17353,Q26923660,[1],[0],[0],5
17354,Q25912996,[0],[0],[0],5
17355,Q16104720,[1],[0],[0],5
17356,Q7794737,[0],[0],[0],5
17357,Q6224373,[0],[1],[0],5
17358,Q22958806,[0],[0],[0],5
17359,Q5353298,[1],[1],[0],5
17360,Q6397492,[0],[1],[0],5
17361,Q18719482,[0],[0],[0],5
17362,Q880154,[0],[1],[0],5
17363,Q4756494,[0],[0],[0],5
17364,Q16221130,[1],[0],[0],5
17365,Q56600118,[1],[1],[0],5
17366,Q58416595,[1],[1],[0],5
17367,Q16091500,[0],[0],[0],5
17368,Q5537813,[0],[0],[0],5
17369,Q5326473,[0],[1],[0],5
17370,Q56486766,[1],[1],[0],5
17371,Q16730246,[0],[1],[0],5
17372,Q16241870,[0],[0],[0],5
17373,Q7345994,[0],[0],[0],5
17374,Q23073775,[1],[0],[0],5
17375,Q5733618,[0],[1],[0],5
17376,Q55584245,[0],[0],[0],5
17377,Q6211657,[0],[1],[0],5
17378,Q45760915,[1],[0],[0],5
17379,Q23073753,[1],[0],[0],5
17380,Q16213484,[0],[1],[0],5
17381,Q21066352,[0],[0],[0],5
17382,Q6290038,[0],[1],[0],5
17383,Q5039914,[0],[0],[0],5
17384,Q16030785,[0],[0],[0],5
17385,Q5235315,[0],[0],[0],5
17386,Q6220286,[0],[0],[0],5
17387,Q5271440,[1],[1],[0],5
17388,Q21062857,[0],[1],[0],4
17389,Q27881295,[0],[1],[0],4
17390,Q7287528,[0],[1],[0],4
17391,Q8013821,[0],[0],[0],4
17392,Q6152705,[1],[0],[0],4
17393,Q5424065,[0],[0],[0],4
17394,Q16876099,[0],[0],[0],4
17395,Q5232782,[0],[1],[0],4
17396,Q16333834,[0],[1],[0],4
17397,Q27909387,[0],[1],[0],4
17398,Q7498756,[1],[0],[0],4
17399,Q6290675,[0],[1],[0],4
17400,Q6283014,[0],[0],[0],4
17401,Q16187050,[0],[1],[0],4
17402,Q16089643,[0],[1],[0],4
17403,Q7028524,[0],[1],[0],4
17404,Q16106461,[1],[0],[0],4
17405,Q58755293,[0],[0],[0],4
17406,Q16090029,[0],[1],[0],4
17407,Q29414999,[0],[1],[0],4
17408,Q7343338,[0],[0],[0],4
17409,Q5918965,[0],[0],[0],4
17410,Q18387872,[0],[1],[0],4
17411,Q5628415,[1],[0],[0],4
17412,Q28051714,[0],[0],[0],4
17413,Q2522387,[0],[1],[1],4
17414,Q7103121,[0],[1],[0],4
17415,Q7439163,[0],[0],[0],4
17416,Q18737263,[0],[0],[0],4
17417,Q5628173,[1],[0],[0],4
17418,Q366201,[0],[1],[0],4
17419,Q6128248,[0],[0],[0],4
17420,Q5362464,[1],[1],[0],4
17421,Q995271,[0],[1],[1],4
17422,Q8008303,[0],[0],[0],4
17423,Q5461885,[0],[1],[0],4
17424,Q6319341,[0],[1],[0],4
17425,Q1927997,[0],[0],[1],4
17426,Q7180277,[0],[1],[0],4
17427,Q6245793,[0],[1],[0],4
17428,Q5416428,[1],[1],[0],4
17429,Q26923894,[0],[1],[0],4
17430,Q16090529,[0],[0],[0],4
17431,Q21257702,[0],[0],[0],4
17432,Q6790613,[0],[1],[0],4
17433,Q19665091,[0],[0],[0],4
17434,Q5487800,[0],[1],[0],4
17435,Q55238065,[0],[0],[0],4
17436,Q20735781,[0],[0],[0],4
17437,Q881205,[0],[0],[0],4
17438,Q16201206,[0],[0],[0],4
17439,Q22019445,[0],[0],[0],4
17440,Q52152683,[1],[1],[0],4
17441,Q6172255,[1],[0],[0],4
17442,Q16149016,[0],[1],[0],4
17443,Q26242987,[0],[0],[0],4
17444,Q7650828,[1],[0],[0],4
17445,Q1303518,[0],[0],[1],4
